ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity
chk,Chuukese,Austronesian,Oceania,1.423080921,8.502595901,,0.5625,4,45900,87.6132546,1
mva,Manam,Austronesian,N-Coast-New-Guinea,1.340108991,8.764012337,0,0.52976191,14,7950,87.42940922,0
vam,Vanimo,Skou,N-Coast-New-Guinea,,,0,0.233333334,5,2670,85.96648074,0
tnk,Kwamera,Austronesian,Oceania,,,0,1,1,3500,85.78841321,0
sim,Mende,Sepik,N-Coast-New-Guinea,1.360713601,8.766572952,0,,,5700,85.25299895,0
mme,Mae,Austronesian,Oceania,,,0,0,8,1000,85.05053272,0
wax,Watam,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,1,2,590,84.57946894,0
zad,Cajonos Zapotec,Otomanguean,,1.426583886,9.36918354,0,,,5000,84.1388447,0
mvn,Minaveha,Austronesian,S-New-Guinea,1.341005445,,0,1,1,2300,83.67653447,0
tya,Tauya,Trans-New-Guinea,Interior-New-Guinea,,,0,0.583333313,14,350,83.06482855,0
wls,Wallisian,Austronesian,Oceania,,,0,0.25,1,10400,82.88655162,0
udl,Wuzlam,Afro-Asiatic,African-Savannah,,,0,0.444444448,9,10500,82.30643362,0
sbc,Kele,Austronesian,N-Coast-New-Guinea,,,0,0.375,8,600,81.71564023,0
mbf,Baba Malay,Creole,,1.424710274,8.140445709,0,,,15000,81.54416423,0
umu,Munsee,Algic,E-North-America,,,0,0,1,7,81.18586332,0
cle,Lealao Chinantec,Otomanguean,Mesoamerica,1.146843672,8.478054047,0,0.433730155,21,2000,81.14568211,0
vnm,Vinmavis,Austronesian,Oceania,,,0,0.333333343,3,500,81.05780686,0
bch,Bariai,Austronesian,N-Coast-New-Guinea,1.320890903,7.98264122,0,,,1380,79.81677152,0
ndv,Ndut,Niger-Congo,African-Savannah,,,0,0.571428597,7,38600,79.37539477,0
zpv,Chichicapan Zapotec,Otomanguean,,1.327806234,7.892729759,0,,,2720,78.61951165,0
bmh,Kein,Trans-New-Guinea,,1.334410429,8.403889656,0,,,1750,77.95001115,0
wic,Wichita,Caddoan,Basin-and-Plains,,,0,0.649999976,23,1,77.55806165,0
kvd,Kui,Trans-New-Guinea,Oceania,,,0,0.5,1,4240,74.72033499,0
teq,Temein,Nilo-Saharan,African-Savannah,,,0,0.800000012,5,13000,74.11108812,0
zpu,Yalálag Zapotec,Otomanguean,,1.436436296,8.887144089,0,,,3500,73.99006732,0
bdl,Indonesian Bajau,Austronesian,Oceania,,,0,0.5,4,150000,73.3004075,0
nni,North Nuaulu,Austronesian,Oceania,,,0,0.454545468,11,500,73.23036574,0
snw,Selee,Niger-Congo,,1.611481667,9.094033241,0,,,11300,72.50958407,0
adn,Adang,Trans-New-Guinea,Oceania,,,0,0.142857149,7,31800,71.17990961,0
pos,Sayula Popoluca,Mixe-Zoquean,Mesoamerica,,,0,0,1,4000,70.98341635,0
aon,Bumbita Arapesh,Torricelli,N-Coast-New-Guinea,1.218756199,8.830789566,0,,,4340,70.74997157,0
ino,Inoke-Yate,Trans-New-Guinea,,1.284840822,10.11028957,0,,,10000,70.50766631,0
gpn,Taiap,Language-isolate,N-Coast-New-Guinea,,,0,0.699999988,2,80,69.27175348,0
tnl,Lenakel,Austronesian,Oceania,,,0,0.444444448,9,11500,68.76656957,0
usa,Usarufa,Trans-New-Guinea,Interior-New-Guinea,1.557456374,11.33315277,0,1,7,1300,68.15236769,0
clo,Lowland Oaxaca Chontal,Tequistlatecan,Mesoamerica,,,0,0.75,8,950,68.08553488,0
mqb,Mbuko,Afro-Asiatic,,1.40887475,7.688249111,0,,,13000,67.97598258,0
afn,Defaka,Niger-Congo,African-Savannah,,,0,0.600000024,1,200,67.82623275,0
nvm,Namiae,Trans-New-Guinea,,1.369614601,8.328582764,0,,,1200,67.35014377,0
psw,Port Sandwich,Austronesian,Oceania,,,0,0.5,4,1200,66.08041664,0
kyh,Karok,Language-isolate,California,,,0,0.595910966,23,10,65.83580842,0
meu,Motu,Austronesian,S-New-Guinea,1.460217595,8.532932281,0,0.295454532,11,39000,65.62776575,0
zca,Coatecas Altas Zapotec,Otomanguean,,1.487216592,8.033748627,0,,,4880,65.35580465,0
mlp,Bargam,Trans-New-Guinea,N-Coast-New-Guinea,1.388487816,8.555906296,0,1,3,3750,64.96141286,0
qui,Quileute,Chimakuan,Alaska-Oregon,,,0,0.681818187,11,10,64.48813263,0
wme,Wambule,Sino-Tibetan,Indic,,,0,0.400000006,5,5000,63.83372906,0
nux,Mehek,Sepik,N-Coast-New-Guinea,,,0,1,2,6300,62.37150355,0
tpp,Pisaflores Tepehua,Totonacan,,1.504266381,9.30930233,0,,,4000,62.07267919,0
vmy,Ayautla Mazatec,Otomanguean,,1.458381176,8.809418678,0,,,3700,61.81921213,0
baw,Bambili-Bambui,Niger-Congo,African-Savannah,,,0,0.333333343,3,10000,61.4451976,0
tpt,Tlachichilco Tepehua,Totonacan,,1.373802066,8.7097435,0,0.600000024,10,3000,61.25131971,0
wiv,Muduapa,Austronesian,,,,0,0.142857149,7,8800,60.8425362,0
mhj,Mogholi,Altaic,Inner-Asia,,,0,0.666666687,7,200,60.63534489,0
rai,Ramoaaina,Austronesian,,1.27627492,7.465499878,0,,,10300,60.31121816,0
aph,Athpariya,Sino-Tibetan,Indic,,,0,0.888888896,9,2000,60.14979524,0
skj,Seke,Sino-Tibetan,Indic,,,0,1,2,700,59.92314681,0
yuc,Yuchi,Language-isolate,E-North-America,,,0.75,0.647058845,17,50,58.91750753,0
azg,San Pedro Amuzgos Amuzgo,Otomanguean,,1.247218609,8.449086189,0,,,4000,58.12915342,0
jae,Yabem,Austronesian,N-Coast-New-Guinea,1.538823843,8.624018669,0,0.638888896,9,2080,57.91333481,0
pis,Pijin,Creole,,1.251831532,7.182547092,0.926372945,,,24400,57.48872755,1
pma,Paama,Austronesian,Oceania,,,0,0.52976191,21,6000,57.43129949,0
yby,Yaweyuha,Trans-New-Guinea,,1.421474099,10.26690769,0,,,2000,57.0261004,0
lbb,Label,Austronesian,,1.340044737,7.455004692,0,,,140,56.09432483,0
pbi,Parkwa,Afro-Asiatic,African-Savannah,1.334157467,8.181063652,0,0.5,2,30000,55.79737527,0
zty,Yatee Zapotec,Otomanguean,,1.252426386,8.734939575,0,,,5000,55.70779701,0
tlc,Yecuatla Totonac,Totonacan,Mesoamerica,,,0,0.518181801,11,500,55.61625134,0
nif,Nek,Trans-New-Guinea,,1.470277905,9.751241684,0,,,1500,55.56372962,0
udi,Udi,North-Caucasian,Greater-Mesopotamia,,,0,0.75,8,4200,55.32740305,0
kmu,Kanite,Trans-New-Guinea,Interior-New-Guinea,1.3178792,10.49208927,0,,,8000,55.00238197,0
sbe,Saliba,Austronesian,S-New-Guinea,,,0,0.522727251,11,2500,54.98441954,0
lip,Sekpele,Niger-Congo,,1.6585145,9.091925621,0,,,23400,54.84619382,0
ify,Keley-I Kallahan,Austronesian,,1.503988385,8.608631134,0,,,8000,54.26529683,0
kje,Kisar,Austronesian,Oceania,1.432240963,8.910443306,0,,,20000,53.75204939,0
lbu,Labu,Austronesian,N-Coast-New-Guinea,,,0,0,1,1600,53.30201018,0
num,Niuafo'ou,Austronesian,Oceania,,,0.5,0,3,690,53.10615308,0
csz,Coos,Coosan,,,,0,0.537500024,22,1,52.49012618,0
tdt,Tetun Dili,Creole,,1.460836768,7.75159359,,,,50000,51.24272761,1
itz,Itzá,Mayan,Mesoamerica,,,0,0.666666687,3,12,50.99125407,0
mxu,Mada,Afro-Asiatic,African-Savannah,,,0,0,2,17000,50.45471439,0
dah,Gwahatike,Trans-New-Guinea,,1.390756011,8.872673035,0,,,1570,50.15539837,0
khl,Lusi,Austronesian,N-Coast-New-Guinea,,,0,0.636363626,11,2000,50.04314636,0
miz,Coatzospan Mixtec,Otomanguean,Mesoamerica,1.432014465,8.103814125,0,0,1,5000,49.0830961,0
mlv,Motlav,Austronesian,Oceania,,,0,0.464285702,7,2200,48.59142025,0
ocu,Atzingo Matlatzinca,Otomanguean,Mesoamerica,,,0,0.699999988,10,75,48.5424094,0
zac,Ocotlán Zapotec,Otomanguean,,1.520708799,8.791187286,0,,,15000,48.29183732,0
trq,San Martín Itunyoso Triqui,Otomanguean,,1.131517768,7.335113049,0,,,2000,47.72315537,0
vot,Vod,Uralic,Inner-Asia,,,0,0.666666687,3,15,47.68457936,0
meq,Merey,Afro-Asiatic,,1.287878275,7.530761242,0,,,10000,47.2227639,0
plo,Oluta Popoluca,Mixe-Zoquean,Mesoamerica,,,0,0.666666687,1,100,45.99825624,0
blc,Bella Coola,Salish,Alaska-Oregon,,,0,0.699999988,10,20,45.76502052,0
aqc,Archi,North-Caucasian,Greater-Mesopotamia,,,0,0.709090889,11,1200,45.69018084,0
boj,Anjam,Trans-New-Guinea,,1.204917669,8.370293617,0,,,2020,45.43480577,0
maq,Chiquihuitlán Mazatec,Otomanguean,Mesoamerica,1.275402308,7.569878101,0,0.666666687,3,2500,44.7086561,0
tuc,Mutu,Austronesian,,1.376323819,8.362612724,0,,,3500,44.63228741,0
tbd,Kaki Ae,Trans-New-Guinea,S-New-Guinea,,,0,0.5,2,510,44.52225996,0
byw,Belhariya,Sino-Tibetan,Indic,,,0,0.865476191,10,500,44.18659028,0
djr,Djambarrpuyngu,Australian,N-Australia,1.278671145,,,1,3,450,43.75230541,1
lut,Lushootseed,Salish,Alaska-Oregon,,,0,1,1,60,43.37348197,0
rtm,Rotuman,Austronesian,Oceania,,,0,0.5,7,9000,42.40704896,0
bbd,Bau,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,2,3060,40.19750055,0
dus,Dumi,Sino-Tibetan,Indic,,,0,0.666666687,9,2000,38.95990266,0
kud,'Auhelawa,Austronesian,,1.459470987,9.163349152,0,,,1200,38.33428686,0
tmq,Tumleo,Austronesian,N-Coast-New-Guinea,,,0,1,1,790,38.00758643,0
tte,Bwanabwana,Austronesian,,1.429200768,9.105246544,0,,,2400,36.43911422,0
abx,Inabaknon,Austronesian,,1.444970965,8.233107567,0,,,21400,35.88376985,0
nsn,Nehan,Austronesian,Oceania,1.403944373,8.993825912,0,0.666666687,3,6500,35.13959536,0
svs,Savosavo,Central-Solomons,Oceania,,,0,0.5,8,2420,34.79161514,0
zas,Santo Domingo Albarradas Zapotec,Otomanguean,,1.481723666,8.875921249,0,,,5500,34.15904365,0
gdo,Ghodoberi,North-Caucasian,Greater-Mesopotamia,,,0,0.804166675,8,3000,32.9633494,0
clh,Chilisso,Indo-European,,,,0,1,8,2300,31.27977824,0
imn,Imonda,Border,N-Coast-New-Guinea,,,0,0.458978176,24,250,29.88318181,0
loj,Lou,Austronesian,N-Coast-New-Guinea,,,0,0.166666672,6,1000,29.40943373,0
aun,Molmo One,Torricelli,N-Coast-New-Guinea,,,0.285714298,0.75,4,500,28.81205123,0
bsw,Baiso,Afro-Asiatic,Greater-Abyssinia,,,0,0.400000006,1,1010,28.37024965,0
tvl,Tuvaluan,Austronesian,Oceania,,,,0.256249994,12,12580,27.89201659,1
bpu,Bongu,Trans-New-Guinea,N-Coast-New-Guinea,,,0,0.583333313,3,850,27.64259215,0
lad,Ladino,Indo-European,Greater-Mesopotamia,,,0,1,1,8000,26.39833644,0
bdk,Budukh,North-Caucasian,Greater-Mesopotamia,,,0,0.5,2,1000,26.26581955,0
sps,Saposa,Austronesian,Oceania,1.435971022,8.11186409,0,0.25,4,1400,25.63136375,0
qum,Sipacapense,Mayan,Mesoamerica,,,0,0.444444448,9,8000,24.54411129,0
taw,Tai,Trans-New-Guinea,,1.28754282,7.994992256,0,,,900,23.52433802,0
ssg,Seimat,Austronesian,Oceania,1.438671947,8.181437492,0,,,1000,23.43990644,0
gvs,Gumawana,Austronesian,S-New-Guinea,,,0,0.545454562,11,470,23.3277363,0
kjj,Khinalugh,North-Caucasian,Greater-Mesopotamia,,,0,0.800000012,5,1500,22.92471393,0
squ,Squamish,Salish,Alaska-Oregon,,,0,0.573214293,20,15,22.59523646,0
zav,Yatzachi Zapotec,Otomanguean,Mesoamerica,1.305805326,9.270887375,0,0.75,4,2500,22.47856362,0
lmu,Lamenu,Austronesian,Oceania,,,0,0,1,850,22.42506583,0
mxk,Monumbo,Torricelli,N-Coast-New-Guinea,,,0,0.625,2,410,20.91377819,0
tkl,Tokelauan,Austronesian,Oceania,,,0,0.25,2,3250,20.02270789,0
hax,Southern Haida,Haida,Alaska-Oregon,,,0,0.543452382,22,10,19.69786636,0
wuv,Wuvulu-Aua,Austronesian,,1.465546012,8.394088745,0,,,1000,19.65927738,0
pom,Southeastern Pomo,Pomoan,California,,,0,0.704761922,20,5,19.30670798,0
bjr,Binumarien,Trans-New-Guinea,Interior-New-Guinea,1.442408442,10.50498962,0,,,360,18.73887269,0
nau,Nauruan,Austronesian,Oceania,,,0.097087376,1,1,6000,18.26055485,1
fut,Futuna-Aniwa,Austronesian,Oceania,,,0,0.181818187,11,1500,18.06794913,0
piv,Pileni,Austronesian,Oceania,,,0,0.200000003,1,1660,17.42417308,0
usp,Uspanteco,Mayan,,1.171732783,8.63378334,0,,,3000,16.99099752,0
ega,Ega,Niger-Congo,African-Savannah,,,0,0,1,2500,15.98627752,0
tgp,Tangoa,Austronesian,,1.351584435,7.570112228,0,,,800,15.96268277,0
mpq,Matís,Panoan,NE-South-America,,,0,0.785714269,7,240,14.78683134,0
nmu,Northeast Maidu,Maiduan,Basin-and-Plains,,,0,0.77976191,14,2,14.13048485,0
kze,Kosena,Trans-New-Guinea,Interior-New-Guinea,1.468366265,11.11538887,0,,,2000,14.12339026,0
bis,Bislama,Creole,Oceania,1.169858336,6.687243462,,1,1,1200,13.98636353,1
uli,Ulithian,Austronesian,Oceania,,,0,0.296296299,9,3000,13.01832514,0
xmm,Manado Malay,Creole,Oceania,,,0.638297856,0,2,850000,11.7660726,1
dmk,Domaaki,Indo-European,Indic,,,0,0.800000012,5,500,11.27307157,0
ulk,Meriam,Eastern-Trans-Fly,N-Australia,,,0,0.666666687,6,320,11.19202083,0
siz,Siwi,Afro-Asiatic,N-Africa,,,0,0.5,4,30000,9.759015307,0
sov,Sonsorol,Austronesian,Oceania,,,0,0.309523821,7,600,7.329849477,0
los,Loniu,Austronesian,N-Coast-New-Guinea,,,0,0.204545453,11,460,7.272559098,0
puw,Puluwatese,Austronesian,Oceania,,,0,0.300000012,10,1360,6.876601539,0
atw,Atsugewi,Palaihnihan,Basin-and-Plains,,,0,1,3,3,6.83415869,0
plh,Paulohi,Austronesian,Oceania,,,0,0.472222209,9,50,5.775508464,0
har,Harari,Afro-Asiatic,Greater-Abyssinia,,,0.231456652,1,1,21300,5.299330492,0
kpg,Kapingamarangi,Austronesian,Oceania,1.322749138,7.709008217,0,,,3000,3.212977189,0
klv,Maskelynes,Austronesian,,1.480557919,9.235887527,0,,,1100,2.759001087,0
pif,Pingelapese,Austronesian,Oceania,,,0,1,1,2500,2.50882894,0
mjk,Matukar,Austronesian,N-Coast-New-Guinea,,,0,1,1,430,2.43209822,0
akr,Araki,Austronesian,Oceania,,,0,0.25,1,8,2.376229514,0
woe,Woleaian,Austronesian,Oceania,,,0,0.181818187,11,1630,2.159045849,0
sdg,Savi,Indo-European,Indic,,,0,1,4,3000,1.457599129,0
mkj,Mokilese,Austronesian,Oceania,,,0,0.365277767,18,1050,1.280423533,0
rmt,Domari,Indo-European,Greater-Mesopotamia,,,0,0.857142866,7,2000,1.178312972,0
nkr,Nukuoro,Austronesian,Oceania,,,0,1,1,860,0.605304827,0
kct,Kaian,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0.051282052,0.5,2,600,0.14648971,0
ssf,Thao,Austronesian,Southeast-Asia,,,0,1,1,6,0.101202423,0
nsz,Nisenan,Maiduan,California,,,0,0.833333313,6,1,,0
yag,Yámana,Language-isolate,SE-South-America,,,0,0.666666687,3,1,,0
pue,Puelche,Language-isolate,SE-South-America,,,0,0.833333313,6,5,,0
tub,Tubatulabal,Uto-Aztecan,California,,,0,1,1,6,,0
skd,Southern Sierra Miwok,Miwok-Costanoan,California,,,0,0.769924819,19,7,,0
jiy,Buyuan Jinuo,Sino-Tibetan,,,,0,0,2,1000,,0
nds,Low Saxon,Indo-European,Europe,1.726418138,9.002779007,0,,,1000,,0
lwm,Laomian,Sino-Tibetan,,,,0,1,2,1600,,0
sbu,Stod Bhoti,Sino-Tibetan,Indic,,,0,1,1,2500,,0
trg,Lishan Didan,Afro-Asiatic,Greater-Mesopotamia,,,0,1,1,4230,,0
suv,Sulung,Sino-Tibetan,Indic,,,0,1,1,5000,,0
sag,Sango,Creole,African-Savannah,1.32213366,6.764657021,0.911071479,0.252225667,23,5400,,1
kmj,Kumarbhag Paharia,Dravidian,,,,0,0.375,2,20200,,0
tvt,Tutsa Naga,Sino-Tibetan,Southeast-Asia,,,0,0.25,4,25000,,0
kcn,Nubi,Creole,S-Africa,,,0,1,1,36100,,0
hns,Caribbean Hindustani,Indo-European,,1.425568938,8.338744164,0,,,150000,,0
tks,Takestani,Indo-European,Greater-Mesopotamia,,,0,0.449999988,5,220000,,0
bar,Bavarian,Indo-European,Europe,1.909125447,9.157124519,0,,,250000,,0
cor,Cornish,Indo-European,Europe,,,1,0.400000006,10,468425,,0
mrg,Miri,Sino-Tibetan,Indic,,,0,0.892857134,4.5,571000,,0
swg,Swabian,Indo-European,,1.83044529,8.918135643,0,,,819000,,0
swv,Shekhawati,Indo-European,Indic,,,0,0,1,3000000,,0
